congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,dim1,dim2,log_likelihood,geo_mean_probability,number_of_votes,number_of_errors,conditional
111,House,20712,44,4,GA,100,0,1,"JOHNSON, Hank",J000288,1954,,-0.474,0.069,-69.34895,0.92844,934,23,1.0
111,House,20753,44,10,GA,200,0,1,"BROUN, Paul C., Jr.",B001262,1946,,0.913,-0.408,-102.48444,0.898,956,32,
111,House,20962,44,9,GA,200,2,2,"GRAVES, Tom",G000560,1970,,0.756,-0.086,-17.20708,0.90835,179,6,1.0
111,House,29338,44,1,GA,200,0,1,"KINGSTON, Jack",K000220,1955,,0.54,0.302,-203.75006,0.811,971,98,
111,House,29339,44,2,GA,100,0,1,"BISHOP, Sanford Dixon, Jr.",B000490,1947,,-0.279,0.476,-87.49607,0.91219,952,24,1.0
111,House,29341,44,7,GA,200,0,1,"LINDER, John Elmer",L000321,1942,,0.559,-0.008,-167.79538,0.831,904,67,
111,House,99342,44,9,GA,200,1,1,"DEAL, John Nathan",D000168,1942,,0.581,0.139,-98.2383,0.845,583,34,
111,House,15245,82,1,HI,100,1,1,"ABERCROMBIE, Neil",A000014,1938,,-0.432,-0.026,-29.75106,0.953,617,10,
111,House,20713,82,2,HI,100,0,1,"HIRONO, Mazie",H001042,1947,,-0.488,-0.097,-44.63913,0.95498,969,14,1.0
111,House,20961,82,1,HI,200,2,2,"DJOU, Charles",D000611,1970,,0.172,-0.181,-74.17922,0.693,202,31,
111,House,20912,63,1,ID,100,0,1,"MINNICK, Walt",M001175,1942,,0.088,-0.484,-542.52141,0.571,969,285,
111,House,29910,63,2,ID,200,0,1,"SIMPSON, Michael K.",S001148,1950,,0.294,0.273,-243.66478,0.77685,965,96,1.0
111,House,15453,21,12,IL,100,0,1,"COSTELLO, Jerry Francis",C000794,1949,,-0.317,0.657,-170.11017,0.836,947,60,
111,House,20115,21,10,IL,200,0,1,"KIRK, Mark Steven",K000360,1959,,0.274,-0.647,-240.11557,0.771,921,105,
111,House,20116,21,15,IL,200,0,1,"JOHNSON, Timothy V.",J000285,1946,,0.264,-0.52,-445.25705,0.627,954,193,
111,House,20508,21,3,IL,100,0,1,"LIPINSKI, Daniel",L000563,1966,,-0.235,0.198,-152.9022,0.85347,965,55,1.0
111,House,20509,21,8,IL,100,0,1,"BEAN, Melissa L.",B001253,1962,,-0.155,-0.063,-375.16424,0.674,952,128,
111,House,20715,21,6,IL,200,0,1,"ROSKAM, Peter",R000580,1961,,0.44,0.031,-150.39758,0.85555,964,68,1.0
111,House,20716,21,17,IL,100,0,1,"HARE, Phil",H001040,1949,,-0.38,0.155,-53.07832,0.947,977,18,
111,House,20749,21,14,IL,100,0,1,"FOSTER, Bill",F000454,1955,,-0.221,-0.22,-282.59859,0.75015,983,98,1.0
111,House,20913,21,11,IL,100,0,1,"HALVORSON, Deborah L.",H001044,1958,,-0.183,0.027,-293.49757,0.742,982,95,
111,House,20914,21,18,IL,200,0,1,"SCHOCK, Aaron",S001179,1981,,0.311,0.185,-193.45607,0.815,946,83,
111,House,20954,21,5,IL,100,2,2,"QUIGLEY, Mike",Q000023,1958,,-0.318,-0.308,-116.32612,0.87196,849,38,1.0
111,House,29346,21,1,IL,100,0,1,"RUSH, Bobby L.",R000515,1946,,-0.479,-0.212,-104.38261,0.89106,905,33,1.0
111,House,29348,21,4,IL,100,0,1,"GUTIÉRREZ, Luis V.",G000535,1953,,-0.483,-0.266,-96.16729,0.89637,879,35,1.0
111,House,29349,21,16,IL,200,0,1,"MANZULLO, Donald A.",M001138,1944,,0.51,0.0,-189.57637,0.823,974,84,
111,House,29585,21,2,IL,100,0,1,"JACKSON, Jesse L., Jr.",J000283,1965,,-0.538,-0.513,-68.09428,0.932,970,27,
111,House,29717,21,7,IL,100,0,1,"DAVIS, Danny K.",D000096,1941,,-0.488,-0.249,-64.0447,0.93282,921,24,1.0
111,House,29718,21,19,IL,200,0,1,"SHIMKUS, John M.",S000364,1958,,0.374,0.132,-197.9442,0.81541,970,92,1.0
111,House,29911,21,9,IL,100,0,1,"SCHAKOWSKY, Janice D.",S001145,1944,,-0.603,-0.273,-48.12642,0.95174,973,22,1.0
111,House,29912,21,13,IL,200,0,1,"BIGGERT, Judy Borg",B001232,1937,,0.323,-0.372,-226.51537,0.794,980,120,
111,House,15014,22,5,IN,200,0,1,"BURTON, Danny Lee",B001149,1938,,0.585,-0.026,-134.37124,0.871,970,53,
111,House,15124,22,1,IN,100,0,1,"VISCLOSKY, Peter",V000108,1949,,-0.402,0.252,-126.89522,0.87796,975,43,1.0
111,House,20117,22,6,IN,200,0,1,"PENCE, Mike",P000587,1959,,0.655,0.088,-98.42769,0.9,931,37,
111,House,20717,22,2,IN,100,0,1,"DONNELLY, Joe",D000607,1955,,-0.12,0.429,-290.87832,0.74363,982,147,1.0
111,House,20718,22,8,IN,100,0,1,"ELLSWORTH, Brad",E000289,1958,,-0.106,0.612,-297.60948,0.732,955,142,
111,House,20757,22,7,IN,100,0,1,"CARSON, André",C001072,1974,,-0.431,0.07,-43.12294,0.95695,980,18,1.0
111,House,21100,22,3,IN,200,2,2,"STUTZMAN, Marlin",S001188,1976,,0.742,-0.119,-5.0171,0.91,53,1,
111,House,29350,22,4,IN,200,0,1,"BUYER, Stephen Earle",B001203,1958,,0.435,0.192,-176.16393,0.815,862,80,
111,House,29519,22,3,IN,200,1,1,"SOUDER, Mark Edward",S001143,1950,,0.435,-0.011,-185.30169,0.777,734,84,
111,House,29914,22,9,IN,100,0,1,"HILL, Baron P.",H001030,1953,,-0.121,0.137,-393.32206,0.662,955,189,
111,House,20325,31,5,IA,200,0,1,"KING, Steve",K000362,1949,,0.619,0.296,-124.15746,0.87962,968,57,1.0
111,House,20719,31,1,IA,100,0,1,"BRALEY, Bruce",B001259,1957,,-0.31,-0.205,-87.35178,0.912,944,27,
111,House,20720,31,2,IA,100,0,1,"LOEBSACK, Dave",L000565,1952,,-0.279,-0.056,-89.24986,0.91175,966,32,1.0
111,House,29522,31,4,IA,200,0,1,"LATHAM, Thomas",L000111,1948,,0.302,0.308,-179.64721,0.83,966,69,
111,House,29721,31,3,IA,100,0,1,"BOSWELL, Leonard L.",B000652,1934,,-0.238,0.289,-94.15713,0.907,964,27,
111,House,20915,32,2,KS,200,0,1,"JENKINS, Lynn",J000290,1963,,0.526,-0.025,-187.31007,0.82714,987,66,1.0
111,House,29524,32,4,KS,200,0,1,"TIAHRT, Todd",T000260,1951,,0.449,0.341,-174.60369,0.823,897,74,
111,House,29722,32,1,KS,200,0,1,"MORAN, Jerry",M000934,1954,,0.412,0.268,-169.17863,0.83069,912,83,1.0
111,House,29915,32,3,KS,100,0,1,"MOORE, Dennis",M001140,1945,,-0.267,0.159,-116.1518,0.887,969,29,
111,House,14854,51,5,KY,200,0,1,"ROGERS, Harold Dallas (Hal)",R000395,1937,,0.331,0.084,-157.90076,0.85006,972,60,1.0
111,House,20326,51,6,KY,100,0,1,"CHANDLER, A. B. (Ben)",C001058,1959,,-0.232,0.516,-127.12526,0.874,942,43,
111,House,20511,51,4,KY,200,0,1,"DAVIS, Geoffrey C. (Geoff)",D000603,1958,,0.398,0.412,-152.03636,0.851,944,58,
111,House,20723,51,3,KY,100,0,1,"YARMUTH, John",Y000062,1947,,-0.379,-0.246,-52.89183,0.94629,958,17,1.0
111,House,20916,51,2,KY,200,0,1,"GUTHRIE, Brett",G000558,1964,,0.399,0.26,-135.57202,0.87105,982,54,1.0
111,House,29525,51,1,KY,200,0,1,"WHITFIELD, Wayne Edward (Ed)",W000413,1943,,0.303,0.182,-246.9134,0.773,960,83,
111,House,20513,45,3,LA,100,0,1,"MELANCON, Charles J.",M001161,1947,,-0.178,0.798,-229.09397,0.772,886,92,
111,House,20514,45,7,LA,200,0,1,"BOUSTANY, Charles W.",B001255,1956,,0.392,0.308,-193.19048,0.817,957,102,
111,House,20759,45,1,LA,200,0,1,"SCALISE, Steve",S001176,1965,,0.56,0.127,-143.05595,0.86248,967,60,1.0
111,House,20917,45,2,LA,200,0,1,"CAO, Anh (Joseph)",C001079,1967,,0.133,0.168,-301.172,0.722,926,123,
111,House,20918,45,4,LA,200,0,1,"FLEMING, John",F000456,1951,,0.59,0.022,-150.58698,0.857,978,72,
111,House,20919,45,6,LA,200,0,1,"CASSIDY, Bill",C001075,1957,,0.453,-0.105,-217.62372,0.79603,954,79,1.0
111,House,90327,45,5,LA,200,0,1,"ALEXANDER, Rodney",A000361,1946,,0.331,0.408,-134.64482,0.868,953,49,
111,House,20328,2,2,ME,100,0,1,"MICHAUD, Michael H.",M001149,1955,,-0.283,-0.071,-219.74338,0.8,985,85,
111,House,20920,2,1,ME,100,0,1,"PINGREE, Chellie",P000597,1955,,-0.427,-0.394,-63.40029,0.93564,953,20,1.0
111,House,14873,52,5,MD,100,0,1,"HOYER, Steny Hamilton",H000874,1939,,-0.379,0.116,-46.72543,0.95297,970,13,1.0
111,House,20329,52,2,MD,100,0,1,"RUPPERSBERGER, C. A. (Dutch)",R000576,1946,,-0.3,0.156,-68.14783,0.92992,938,21,1.0
111,House,20330,52,8,MD,100,0,1,"VAN HOLLEN, Christopher",V000128,1959,,-0.4,-0.174,-34.30608,0.96515,967,8,1.0
111,House,20724,52,3,MD,100,0,1,"SARBANES, John",S001168,1962,,-0.459,-0.106,-42.85229,0.95678,970,12,1.0
111,House,20763,52,4,MD,100,0,1,"EDWARDS, Donna F.",E000290,1958,,-0.562,-0.294,-62.10806,0.939,980,24,
111,House,20921,52,1,MD,100,0,1,"KRATOVIL, Frank M., Jr.",K000371,1968,,-0.037,0.103,-351.22821,0.7,984,170,
111,House,29356,52,6,MD,200,0,1,"BARTLETT, Roscoe Gardner",B000208,1926,,0.493,-0.091,-278.69651,0.752,979,129,
111,House,29587,52,7,MD,100,0,1,"CUMMINGS, Elijah Eugene",C000984,1951,,-0.438,-0.148,-64.02128,0.93626,972,20,1.0
111,House,14435,3,7,MA,100,0,1,"MARKEY, Edward John",M000133,1946,,-0.5,-0.43,-65.62502,0.93458,970,22,1.0
111,House,14824,3,4,MA,100,0,1,"FRANK, Barney",F000339,1940,,-0.499,-0.534,-72.82066,0.926,946,30,
111,House,15616,3,2,MA,100,0,1,"NEAL, Richard Edmund",N000015,1949,,-0.416,-0.122,-56.88667,0.94252,961,22,1.0
111,House,20119,3,9,MA,100,0,1,"LYNCH, Stephen F.",L000562,1955,,-0.351,0.023,-94.3413,0.90622,958,36,1.0
111,House,20754,3,5,MA,100,0,1,"TSONGAS, Nicola S. (Niki)",T000465,1946,,-0.4,-0.179,-58.33968,0.94134,965,22,1.0
111,House,29123,3,1,MA,100,0,1,"OLVER, John Walter",O000085,1936,,-0.577,-0.207,-40.69136,0.959,966,13,
111,House,29729,3,3,MA,100,0,1,"McGOVERN, James P.",M000312,1959,,-0.536,-0.304,-40.96237,0.95844,965,15,1.0
111,House,29730,3,6,MA,100,0,1,"TIERNEY, John F.",T000266,1951,,-0.488,-0.433,-87.79336,0.912,957,29,
