congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,dim1,dim2,log_likelihood,geo_mean_probability,number_of_votes,number_of_errors,conditional
110,President,99910,99,0,USA,200,0,0,"BUSH, George Walker",,1946,,0.693,-0.539,-84.27028,0.761,308,34,
110,House,20300,41,1,AL,200,0,1,"BONNER, Jr., Josiah Robins (Jo)",B001244,1959,,0.367,0.513,-185.43928,0.867,1295,73,
110,House,20301,41,3,AL,200,0,1,"ROGERS, Mike Dennis",R000575,1958,,0.335,0.437,-270.53737,0.81961,1360,110,1.0
110,House,20302,41,7,AL,100,0,1,"DAVIS, Artur",D000602,1967,,-0.27,0.454,-103.78526,0.927,1370,34,
110,House,29100,41,5,AL,100,0,1,"CRAMER, Robert E. (Bud), Jr.",C000868,1947,,-0.132,0.612,-170.63525,0.877,1299,47,
110,House,29300,41,2,AL,200,0,1,"EVERETT, Robert Terry",E000268,1937,,0.414,0.528,-277.57737,0.806,1290,104,
110,House,29301,41,6,AL,200,0,1,"BACHUS, Spencer T., III",B000013,1947,,0.387,0.228,-240.45316,0.828,1276,108,
110,House,29701,41,4,AL,200,0,1,"ADERHOLT, Robert",A000055,1965,,0.36,0.589,-255.34103,0.8279,1352,92,1.0
110,House,14066,81,1,AK,200,0,1,"YOUNG, Donald Edwin",Y000033,1933,,0.278,0.005,-433.68027,0.68081,1128,171,1.0
110,House,20100,61,6,AZ,200,0,1,"FLAKE, Jeff",F000444,1962,,0.855,-0.518,-212.90945,0.8544,1353,78,1.0
110,House,20303,61,1,AZ,200,0,1,"RENZI, Rick",R000574,1958,,0.265,0.199,-333.33758,0.772,1288,135,
110,House,20304,61,2,AZ,200,0,1,"FRANKS, Trent",F000448,1957,,0.75,0.093,-100.54752,0.92919,1369,32,1.0
110,House,20305,61,7,AZ,100,0,1,"GRIJALVA, Raúl M.",G000551,1948,,-0.596,-0.251,-62.61739,0.9549,1357,30,1.0
110,House,20700,61,5,AZ,100,0,1,"MITCHELL, Harry E.",M001167,1940,,-0.056,0.028,-436.09739,0.728,1374,181,
110,House,20701,61,8,AZ,100,0,1,"GIFFORDS, Gabrielle",G000554,1970,,-0.11,0.076,-307.73444,0.795,1344,118,
110,House,29101,61,4,AZ,100,0,1,"PASTOR, Ed",P000099,1943,,-0.421,0.12,-109.6774,0.923,1361,36,
110,House,29501,61,3,AZ,200,0,1,"SHADEGG, John B.",S000275,1949,,0.749,0.008,-152.34779,0.894,1362,51,
110,House,20101,42,3,AR,200,0,1,"BOOZMAN, John",B001236,1950,,0.402,0.246,-220.43667,0.85187,1375,85,1.0
110,House,20102,42,4,AR,100,0,1,"ROSS, Michael Avery",R000573,1961,,-0.201,0.89,-153.96092,0.894,1374,51,
110,House,29702,42,1,AR,100,0,1,"BERRY, Robert Marion",B000420,1942,,-0.293,0.956,-190.03224,0.869,1358,74,
110,House,29703,42,2,AR,100,0,1,"SNYDER, Victor F.",S000672,1947,,-0.268,0.055,-119.57021,0.915,1353,41,
110,House,14053,71,13,CA,100,0,1,"STARK, Fortney Hillman (Pete), Jr.",S000810,1931,,-0.631,-0.605,-177.04001,0.869,1263,61,
110,House,14256,71,7,CA,100,0,1,"MILLER, George",M000725,1945,,-0.552,-0.398,-77.72857,0.941,1281,24,
110,House,14280,71,30,CA,100,0,1,"WAXMAN, Henry Arnold",W000215,1939,,-0.473,-0.343,-87.24272,0.935,1305,30,
110,House,14644,71,41,CA,200,0,1,"LEWIS, Charles Jeremy (Jerry)",L000274,1934,,0.348,-0.101,-390.12695,0.748,1344,154,
